Season,Crop Name,N (kg/ha),P₂O₅ (kg/ha),K₂O (kg/ha),pH,Moisture (%),Temp (°C),Yield Success (0-1)
Kharif,Groundnut,23.13,41.87,25.62,6.5,67.87,26.5,0.7426
Kharif,Jowar,87.13,48.36,41.74,7.89,58.56,28.11,0.7015
Kharif,Rice,112.66,44.06,47.82,5.76,87.86,25.35,0.7553
Kharif,Jowar,81.58,46.55,48.83,6.37,64.5,31.22,0.7081
Annual,Sugarcane,273.41,88.81,185.47,7.31,80.56,31.73,0.7884
Kharif,Cotton,127.88,63.77,72.85,6.14,72.42,33.13,0.7068
Kharif,Ragi,52.37,45.03,28.29,6.11,72.55,28.68,0.8124
Kharif,Rice,104.5,45.99,40.37,6.24,87.62,29.69,0.8104
Kharif,Rice,148.74,41.53,55.09,5.67,89.11,32.23,0.6884
Kharif,Rice,104.38,54.98,53.71,6.53,82.02,27.09,0.7183
Kharif,Cotton,133.42,67.86,68.8,7.45,78.81,31.01,0.8508
Kharif,Rice,142.22,43.12,53.15,6.68,91.12,34.51,0.6959
Kharif,Jowar,84.3,40.34,40.35,7.11,59.55,29.57,0.7531
Kharif,Cotton,131.09,71.85,73.58,7.82,79.11,25.07,0.642
Kharif,Rice,140.34,53.94,43.57,5.92,91.82,31.05,0.7603
Rabi,Wheat,133.84,53.67,42.74,6.06,68.23,20.81,0.7533
Kharif,Cotton,149.8,61.74,74.69,6.82,75.33,31.95,0.7298
Kharif,Rice,139.64,58.25,40.28,6.16,94.8,28.19,0.6802
Rabi,Wheat,126.57,52.42,44.81,7.33,67.66,23.9,0.7421
Kharif,Rice,146.13,45.09,47.23,6.49,85.14,28.2,0.7827
Kharif,Jowar,83.21,42.82,47.43,6.61,59.28,30.19,0.7753
Kharif,Ragi,57.55,41.54,27.84,5.75,73.37,26.92,0.7158
Kharif,Rice,118.79,51.49,56.79,6.34,90.47,30.56,0.858
Kharif,Jowar,97.26,45.36,45.2,7.24,63.13,29.94,0.8885
Rabi,Wheat,123.32,50.04,40.93,6.98,66.32,24.29,0.6307
Kharif,Rice,104.67,49.35,55.53,6.37,83.3,33.81,0.7572
Kharif,Ragi,57.32,42.97,28.06,6.59,61.91,28.66,0.8117
Kharif,Groundnut,20.95,41.09,26.27,6.95,67.41,28.18,0.7464
Kharif,Ragi,52.62,43.49,27.59,7.08,60.53,28.92,0.7681
Kharif,Groundnut,20.03,45.81,28.6,6.08,68.46,28.93,0.7496
Annual,Sugarcane,291.36,98.68,150.64,6.69,83.01,29.42,0.6643
Rabi,Wheat,140.66,57.71,46.66,6.23,74.32,23.69,0.7781
Kharif,Ragi,51.48,45.1,27.19,6.95,64.13,28.91,0.8165
Kharif,Jowar,83.85,40.43,43.61,7.11,67.22,27.51,0.7215
Kharif,Cotton,139.48,69.51,65.95,6.36,75.69,25.7,0.8115
Rabi,Wheat,139.56,58.34,46.91,6.72,78.78,24.6,0.7441
Rabi,Wheat,127.85,55.15,44.3,6.62,74.82,24.26,0.8472
Kharif,Cotton,149.88,72,70.79,6.52,72.13,27.74,0.7165
Kharif,Jowar,93.49,44.15,42.04,7.76,64.29,28.48,0.7902
Kharif,Groundnut,23.89,43.46,25.88,6.08,74.3,34.94,0.6456
Kharif,Ragi,56.71,42.23,29.75,6.1,66.73,26.89,0.7622
Annual,Sugarcane,261.61,96.38,166.23,7.42,78.86,30.44,0.7731
Kharif,Cotton,149.13,74.57,74.44,6,79,27.67,0.5922
Kharif,Rice,106.97,55.89,53.94,6.14,88.05,33.38,0.7833
Kharif,Groundnut,22.9,40.31,26.35,6,73.22,28.76,0.7125
Kharif,Ragi,58.47,49.55,28.6,6.81,74.98,26.67,0.6653
Kharif,Groundnut,23.3,46.54,28.37,7.04,69.97,29.58,0.8789
Kharif,Ragi,57.99,40.11,25.1,6.73,66.48,26.97,0.7153
Kharif,Groundnut,20.89,43.15,25.61,6.28,65.03,33.47,0.6596
Kharif,Cotton,137.83,60.65,64.74,7.8,79.28,28.39,0.7112
Kharif,Ragi,56.18,47.85,27.69,5.93,68.82,27.43,0.8406
Kharif,Jowar,89.8,43.69,47.79,6.93,55.56,28.09,0.8001
Kharif,Ragi,51.98,47.49,29.79,6.57,72.52,28.29,0.7581
Annual,Sugarcane,255.98,82.2,157.65,7.32,81.56,30.07,0.7676
Kharif,Jowar,89.84,46.38,47.07,6.68,65.39,30.4,0.8524
Annual,Sugarcane,272.39,92.65,172.51,6.75,82.9,29.96,0.8548
Kharif,Groundnut,23.02,49.73,27.08,6.19,72.47,32.32,0.7478
Kharif,Groundnut,21.02,45.68,29.4,7.36,66.81,28.19,0.7249
Kharif,Ragi,53.68,44.98,28.13,6.15,68.96,29.73,0.8392
Kharif,Cotton,139.92,65.86,70.17,6.92,78.11,30.97,0.8553
Kharif,Groundnut,23.53,47.21,26.27,6.44,65.53,28.83,0.7594
Annual,Sugarcane,265.35,86.79,189.92,6.58,75.73,30.28,0.7273
Kharif,Rice,107.71,46.35,48.95,6.44,86.64,27.75,0.835
Kharif,Jowar,90.03,48.21,48.29,7.09,58.81,29.19,0.8326
Kharif,Jowar,82.08,43.57,43.23,6.53,56.64,30.44,0.7451
Kharif,Rice,125.23,57.71,52.24,5.75,80.72,33.22,0.7318
Annual,Sugarcane,256.41,93.71,163.6,6.86,79.03,28.92,0.7855
Kharif,Jowar,92.18,40.74,43.16,6.18,65.86,30.46,0.7425
Kharif,Cotton,124.53,72.87,72.44,6.52,71.36,33.66,0.6768
Kharif,Cotton,146.16,61.19,72.56,7.24,70.86,26.85,0.6644
Kharif,Jowar,92.76,43.18,43.28,7.31,56.68,27.79,0.7705
Rabi,Wheat,136.05,58.64,48.44,6.31,79.46,21.83,0.7276
Kharif,Groundnut,21.74,45.12,27.32,6.76,70.6,32.37,0.9161
Kharif,Jowar,90.03,45.82,45.32,7.22,67.67,31.12,0.851
Kharif,Groundnut,24.18,41.17,29.41,6.7,73.55,29.99,0.7516
Kharif,Rice,128.14,58.15,45.32,5.98,87.68,27.06,0.8016
Kharif,Jowar,91.71,44.86,41.06,6.48,69.51,31.94,0.7152
Kharif,Cotton,144.11,66.74,67.1,6.06,72.09,30.53,0.8155
Kharif,Rice,143.77,57.31,52.95,5.67,92.14,31.12,0.7173
Rabi,Wheat,136.42,52.91,41.82,7.31,74.98,24.51,0.7475
Annual,Sugarcane,257.03,79.91,181.29,6.88,77.3,29.82,0.77
Kharif,Cotton,134.12,63.02,60.64,7.43,71.47,28.43,0.744
Rabi,Wheat,130.41,59.5,40.1,6.97,70.66,23.16,0.7509
Rabi,Wheat,145.25,51.81,44.38,6.72,74.85,20.98,0.7994
Kharif,Rice,126.42,52.99,57.41,6.81,83.08,32.57,0.7544
Kharif,Rice,125.93,48.13,54.55,6.33,87.43,30.37,0.9276
Kharif,Rice,130.07,52.97,54.83,6.29,89.54,33.88,0.8263
Rabi,Wheat,128.31,54.04,46.34,6.65,69.27,24.94,0.7962
Rabi,Wheat,145.74,57.11,46.12,7.27,79.2,23.88,0.7083
Kharif,Cotton,145.15,64.23,71.78,6.82,72.82,25.25,0.7382
Kharif,Rice,104.94,58.09,49.14,5.72,87.61,31.51,0.7733
Kharif,Ragi,51.62,42.85,29.78,6.36,60.73,28.15,0.7387
Annual,Sugarcane,290.36,78.61,187.51,7.36,80.55,30.29,0.7353
Kharif,Ragi,52.54,47.1,27.62,7.32,64.05,28.88,0.7767
Rabi,Wheat,140.33,52.09,49.82,6.12,78.05,21.58,0.6792
Kharif,Rice,121.57,48.84,47.96,5.83,92.02,31.98,0.832
Kharif,Jowar,97.75,49.87,42.24,7.15,66.38,30.16,0.7306
Kharif,Jowar,91.27,41.58,40.79,6.24,55.65,27.63,0.6605
Annual,Sugarcane,278.06,90.3,184.75,6.82,81.74,29.53,0.8311
Kharif,Cotton,121.6,61.52,66.89,6.84,78.54,33.75,0.7263
Annual,Sugarcane,260.01,80.42,156.02,6.54,80.59,31.01,0.716
Annual,Sugarcane,297.47,81.83,162.95,7.46,78.36,30.1,0.7498
Kharif,Groundnut,24.01,44.07,25.2,6.89,68.61,34.56,0.7428
Kharif,Jowar,92.01,41.76,48.46,6.19,62.04,30.2,0.7756
Kharif,Rice,107.81,53.2,56.14,6.08,85.12,34.37,0.7467
Kharif,Jowar,88.03,48.44,47.9,7.05,60.21,31.88,0.769
Kharif,Jowar,98.2,41.97,48.57,7.87,64.05,27.36,0.6606
Kharif,Groundnut,21.64,45.42,25.84,6.69,72.71,27.36,0.8132
Kharif,Ragi,51.19,48.06,28.17,6.57,65.93,27.53,0.8203
Kharif,Ragi,55.56,48.03,25.56,6.33,61.8,29.77,0.7242
Kharif,Rice,136.26,50.29,55.53,6.74,85.42,33.76,0.7737
Rabi,Wheat,120.82,59.55,41.67,6.64,72.03,22.26,0.7644
Kharif,Rice,133.72,52.17,59.9,6.9,83.92,26.55,0.7008
Rabi,Wheat,142.75,55.72,48.73,6.81,65.38,20.8,0.7403
Annual,Sugarcane,291.47,78.8,178.7,7.2,80.22,28.25,0.7409
Kharif,Rice,109.41,43.97,42.96,6.04,83.21,29.3,0.7564
Kharif,Ragi,57.75,43.78,27.52,6.25,68.31,26.04,0.8217
Kharif,Cotton,137.91,64.44,67.72,7.31,70.77,27.42,0.8028
Kharif,Jowar,92.41,44.45,48,6.91,63.63,28.87,0.8797
Kharif,Rice,124.2,48.05,42.51,5.84,91.82,32.89,0.7769
Rabi,Wheat,121.39,51.34,44.79,6.7,71.22,20.53,0.7744
Kharif,Cotton,125.06,60.99,66.1,6.17,79.46,32.59,0.6841
Annual,Sugarcane,255.93,97.16,174.81,7.45,79.52,31.28,0.7157
Kharif,Rice,109.31,58.05,59.95,6.3,87.75,30.82,0.7757
Kharif,Jowar,95.24,46.05,42.82,6.38,58.59,30.58,0.7714
Kharif,Rice,141.85,43.79,52.21,5.55,90.91,28.2,0.728
Rabi,Wheat,126.71,55.37,44.22,6.05,67.85,24.66,0.7333
Kharif,Cotton,135.19,72.85,65.01,7.35,71.64,29.6,0.8151
Kharif,Cotton,129.76,67.52,74.73,7.65,74.74,30.31,0.824
Rabi,Wheat,121.15,53.69,40.57,6.62,75.6,23.91,0.7315
Kharif,Ragi,58.89,49.74,26.62,7.21,66.79,26.57,0.7002
Rabi,Wheat,131.76,51.63,42.2,7.08,65.05,23.98,0.7104
Kharif,Groundnut,22.15,47.09,28.27,7.42,66.86,30.93,0.7856
Rabi,Wheat,128.41,56.37,47.82,7.34,76.85,22.13,0.7673
Kharif,Groundnut,22.54,41.91,29.66,7.07,69.84,33.43,0.7798
Kharif,Groundnut,24.97,44.49,28.15,7.29,70.05,30.48,0.8187
Kharif,Rice,135.86,43.41,59.92,5.62,88.19,26.52,0.6906
Rabi,Wheat,147.49,50.61,43.58,6.79,70.43,23.48,0.7737
Rabi,Wheat,131.13,52.02,45.87,6.24,73.72,22.79,0.8344
Kharif,Groundnut,21.17,40.33,26.79,6.27,68.78,32.69,0.7357
Annual,Sugarcane,269.92,93.69,175.33,6.65,75.85,28.02,0.7096
Kharif,Rice,148.24,44.19,56.28,6.01,81.22,31.87,0.6942
Rabi,Wheat,145,59.56,49.28,7.4,71.2,20.38,0.6398
Annual,Sugarcane,279.24,79.32,184.93,7.02,79.1,28.71,0.797
Kharif,Cotton,128.6,69.93,64.05,6.48,79.3,26.49,0.7371
Kharif,Jowar,88.62,41.68,48.29,7.51,56.89,30,0.7568
Kharif,Groundnut,21.9,44.2,26.14,6.16,68.73,30.12,0.8326
Rabi,Wheat,135.06,54.46,43.19,7.09,76.97,20.01,0.7901
Kharif,Ragi,51.87,48.27,26.56,6.18,67.49,29.23,0.784
Kharif,Ragi,59.22,44.95,26.06,6.55,66.29,26.83,0.8145
Annual,Sugarcane,299.85,95.12,150.91,7.37,82.31,28.18,0.6108
Kharif,Cotton,144.26,67.25,67.12,6.87,72.21,27.75,0.8553
Kharif,Groundnut,23.54,48.05,26.54,7.22,66.31,25.84,0.6994
Kharif,Rice,113.7,51.28,40.51,5.95,89.06,31.91,0.7901
Rabi,Wheat,124.66,57.96,42.32,6.85,69.39,20.03,0.7206
Kharif,Rice,148.91,40.74,57.07,5.97,82.05,26.24,0.6299
Kharif,Jowar,88.14,48.9,46.6,7.83,69.26,29,0.7319
Kharif,Rice,115.93,47.3,51.88,5.58,90.56,26.8,0.7698
Kharif,Groundnut,22.27,46.47,29.35,6.44,70.81,34.71,0.7797
Annual,Sugarcane,287.81,90.4,162.67,6.87,78.1,30.63,0.8278
Rabi,Wheat,129.47,55.64,41.13,6.39,72.88,23.31,0.8229
Kharif,Groundnut,24.68,45.03,26.25,6.36,69.39,33.46,0.774
Rabi,Wheat,148.24,51.17,46.75,6.98,75.97,22.28,0.762
Rabi,Wheat,122.44,57.56,43.26,6.82,68.3,20.91,0.7511
Rabi,Wheat,147.25,55.45,41.03,7.24,73.32,23.13,0.7737
Kharif,Ragi,54.3,47.2,27.67,6.43,72.87,26.44,0.8155
Kharif,Groundnut,23.4,44.86,26.18,7.23,73.1,25.45,0.7428
Rabi,Wheat,127.15,51.7,47.31,6.75,74.6,23.4,0.8096
Kharif,Ragi,56.86,46.74,28.71,7.43,67.43,26.19,0.746
Annual,Sugarcane,289.51,90.74,162.46,7.17,83.59,31.12,0.7638
Rabi,Wheat,134.24,52.02,48.61,6.68,76.14,23.13,0.8167
Annual,Sugarcane,258.52,82.27,166.69,7.45,79.5,29.16,0.7781
Annual,Sugarcane,265.29,88.48,158.75,7.09,76,29.59,0.8155
Kharif,Rice,126.03,46.89,44.51,6.07,82.53,33.39,0.7932
Kharif,Cotton,141.62,74.49,69.98,7.58,71.76,25.54,0.6782
Kharif,Ragi,53.26,40.19,27.59,6.07,74.42,26.76,0.7234
Kharif,Groundnut,21,40.22,29.62,6.85,73.87,29.76,0.7201
Kharif,Cotton,124.34,67.65,64.73,7.63,77.83,34.89,0.7244
Kharif,Jowar,81.22,47.4,46.73,6.06,65.91,31.85,0.6634
Rabi,Wheat,134.81,52.25,41.58,6.17,73.05,22,0.8089
Kharif,Groundnut,24.26,49.41,26.55,6.06,73.22,25.2,0.6258
Kharif,Ragi,59.1,43.68,29.07,5.6,66.02,27.02,0.7251
Kharif,Jowar,85.93,41.26,41.56,6.51,60.05,27.2,0.7017
Kharif,Jowar,91.53,44.63,40.25,7.52,66.99,29.87,0.7964
Kharif,Rice,147.81,40.29,40.31,6.56,87.55,33.32,0.672
Kharif,Rice,134.37,54.7,44.17,6.58,91.06,34.36,0.7321
Kharif,Jowar,97.87,43.56,42.95,6.06,56.35,30.7,0.6896
Annual,Sugarcane,259.23,75.51,179.49,7.11,76.44,31.94,0.6695
Kharif,Ragi,56.68,49.86,29.35,6.16,71.92,27.01,0.7106
Kharif,Cotton,126.07,64.4,66.94,5.9,73.55,25.14,0.7288
Rabi,Wheat,133.92,50.65,43.67,6.46,77.64,20.94,0.758
Kharif,Rice,115.36,54.81,49.03,6.7,89.08,26.57,0.795
Annual,Sugarcane,283.88,84.3,159.68,7.3,75.85,29,0.7452
Kharif,Groundnut,22.67,40.21,28.89,7.15,74.54,31.37,0.7252
Kharif,Ragi,54.49,48.02,25.95,6.97,63.74,27.16,0.7736
Rabi,Wheat,120.2,58.75,49.62,6.12,67.5,20.35,0.5811
Annual,Sugarcane,279.44,91.33,170.82,6.54,79.5,29.28,0.8412
Annual,Sugarcane,250.81,85.47,181.96,7.35,81.62,29.94,0.7682
Rabi,Wheat,143.03,52.13,41.32,6.98,79.1,20.67,0.6863
Kharif,Ragi,50.28,43.98,25.6,5.57,68.11,27.89,0.7521
Kharif,Cotton,141.89,62.95,69.88,7.37,73.56,29.31,0.8136
Kharif,Rice,113.58,44.86,49.29,6.86,80.99,27.69,0.7346
Kharif,Rice,146.02,40.73,58.74,5.81,84.69,27.06,0.6507
Rabi,Wheat,149.26,58.74,48.87,7.29,70.03,22.88,0.6938
Kharif,Cotton,131.99,64.98,68.77,6.02,73.89,29.49,0.8475
Annual,Sugarcane,291.08,91.12,189.68,6.79,81.07,30.92,0.7491
Kharif,Jowar,89.13,47.49,41.81,6.8,59.16,31.21,0.7873
Kharif,Rice,131.42,53.97,59.65,6.85,87.63,28.44,0.771
Kharif,Ragi,55.93,47.76,25.88,7.43,72.72,26.35,0.6802
Kharif,Cotton,141.44,73.81,67.55,7.74,73.42,30.66,0.7926
Kharif,Rice,127.74,53.76,42.26,6.71,85.26,34.72,0.7404
Kharif,Ragi,58.82,46.94,25.69,7.15,61.86,26.3,0.656
Kharif,Rice,106.38,52.64,49.68,6.55,89.45,28.09,0.8264
Kharif,Ragi,50.55,49.89,26.89,6.86,64.01,28.04,0.7536
Kharif,Cotton,125.38,72.52,71.37,6.05,77.03,28.23,0.7201
Kharif,Cotton,122.84,69.82,61.05,5.95,74.18,29.64,0.7434
Kharif,Groundnut,23.3,40.3,29.84,6.74,73.83,29.23,0.7392
Kharif,Jowar,88.23,49.28,47.86,7.67,62.34,28.45,0.7736
Kharif,Ragi,57.88,47.05,27.94,6.68,65.78,27.04,0.8291
Annual,Sugarcane,285.25,97.84,152.45,7.07,76.33,29.15,0.7155
Rabi,Wheat,125.05,57.5,40.28,6.81,79.49,23.28,0.7141
Kharif,Cotton,140.94,70.43,68.74,7.27,75.58,25.65,0.8105
Kharif,Jowar,84.11,41.18,40.85,6.84,56.05,31.16,0.6778
Rabi,Wheat,138.48,56.11,46.94,6.44,76.6,23.81,0.8062
Kharif,Rice,117.23,48.64,47.34,5.77,93.57,25.56,0.7458
Kharif,Jowar,96.94,46.39,43.5,6.32,65.1,30.5,0.7751
Kharif,Jowar,87.15,48.42,41.73,7.94,59.22,31.11,0.6963
Kharif,Jowar,96.43,40.67,48.19,6.57,69.91,28.05,0.6546
Kharif,Jowar,82.94,45.2,43.69,7.37,62.22,29.47,0.8811
Annual,Sugarcane,260.83,95.76,186.21,7.28,77.94,30.88,0.7125
Rabi,Wheat,122.14,51.16,42.84,6.98,78.9,23.47,0.6996
Kharif,Ragi,51.81,48.53,26.53,7.2,70.24,26.27,0.6948
Kharif,Groundnut,22.11,47.52,29.69,7.32,73.96,33.03,0.6922
Kharif,Ragi,57.55,40.88,27.45,6.78,73.07,29.66,0.7328
Kharif,Rice,136.4,55.55,41.74,5.71,93.56,32.36,0.6802
Kharif,Rice,125.66,53.43,51.91,6.37,80.15,32.67,0.8138
Kharif,Ragi,56.39,42.71,28.84,6.13,67.29,26.9,0.815
Kharif,Cotton,120.33,73.08,68.07,6.21,77.37,28.61,0.7352
Kharif,Cotton,126.85,62.71,63.07,6.23,73.79,30.54,0.7724
Kharif,Rice,129.39,40.79,44.07,5.82,85.97,27.71,0.7563
Rabi,Wheat,133.87,56.87,43.82,6.87,76.09,20,0.8063
Kharif,Cotton,128.84,71.75,61.09,6.37,70.94,30.07,0.7383
Rabi,Wheat,130.22,57.85,44.17,7.21,74.95,21.52,0.8011
Kharif,Groundnut,23.2,46.48,29.21,6.11,67.62,31.23,0.7637
Kharif,Jowar,93.06,40.95,46.62,7.24,65.29,27.83,0.7733
Kharif,Ragi,54.71,42.01,29.69,5.78,61.55,26.2,0.6712
Kharif,Ragi,53.87,46.66,29.14,7.18,63.69,29.28,0.7465
Kharif,Ragi,59.33,47.43,25.43,5.8,73.76,26.79,0.64
Kharif,Ragi,57.1,41.04,29.85,5.96,60.33,26.49,0.6331
Rabi,Wheat,144.17,52.38,49.1,6.57,77.1,21.25,0.7243
Kharif,Groundnut,20.17,42.53,25.7,6.12,68.17,25.67,0.6485
Kharif,Rice,132.64,50.49,42.08,5.85,93.6,25.12,0.7109
Rabi,Wheat,141.74,53.93,48.69,6.59,76.73,22.16,0.8071
Kharif,Rice,136.03,56.74,46.68,5.52,86.64,33.17,0.7359
Annual,Sugarcane,279.3,89.56,163.7,6.53,75.66,30.09,0.7913
Kharif,Cotton,134.98,68.29,74.37,6.62,74.5,33.95,0.8194
Kharif,Cotton,126.09,66.56,68.54,7.81,75.64,30.28,0.8442
Rabi,Wheat,137.18,52.58,47.13,6.82,67.58,24.75,0.7746
Annual,Sugarcane,282.31,91.12,185.24,6.85,82.9,30.45,0.7959
Kharif,Groundnut,24.1,44.19,28.83,6.77,65.15,34.29,0.7343
Rabi,Wheat,123.72,56.94,42.57,7.19,73.65,21.84,0.7808
Kharif,Cotton,132.33,63.89,72.97,7.42,70.69,26.6,0.7164
Rabi,Wheat,123.19,56.03,48.98,6.98,75.58,23.34,0.7631
Annual,Sugarcane,270.88,83.28,166.25,7.1,82.04,30.7,0.8627
Kharif,Groundnut,24.1,44.24,28.53,7.34,70.75,28.2,0.7916
Kharif,Groundnut,21.66,48.19,28.08,6.03,73.11,27.75,0.7302
Rabi,Wheat,128.28,52.42,41.76,6.74,69.51,22.14,0.8193
Annual,Sugarcane,270.61,98.71,175.33,7.2,81.61,30.17,0.8212
Kharif,Jowar,92.37,46.59,46.52,7.41,58.4,29.42,0.846
Kharif,Groundnut,21.01,49.51,27.7,6.48,73.42,29.46,0.7725
Kharif,Rice,149.41,49.26,51,6.02,82.53,25.93,0.7555
Kharif,Jowar,87.81,41.65,41.89,7.33,58.56,31.63,0.7318
Kharif,Groundnut,24.04,46.49,27.5,6.36,66.82,28.15,0.7967
Annual,Sugarcane,259.24,98.62,176.13,7.15,84.41,31.83,0.673
Kharif,Rice,122.36,46.36,53.39,5.88,86.12,25.82,0.8065
Kharif,Cotton,123.36,61.03,62.78,6.46,72.46,27.45,0.6928
Kharif,Jowar,86.69,46.12,46.34,7.55,62.1,27.33,0.8088
Kharif,Groundnut,24.16,44.08,26.66,6.78,70.19,34.4,0.8215
Kharif,Groundnut,20.43,45.25,28.47,6.2,65,28.36,0.7227
Kharif,Rice,106.53,48.69,53.01,6.29,80.42,33.4,0.7627
Rabi,Wheat,139.73,55.97,46.96,7,76.21,20.45,0.7876
Kharif,Ragi,52.29,43.59,28.05,5.59,69.02,28.97,0.7799
Kharif,Groundnut,20.29,49.38,27.33,7.36,69.04,25.4,0.6872
Rabi,Wheat,129.07,53.37,41.59,6.5,66.31,20.25,0.7115
Kharif,Ragi,51.08,49.07,27.86,7.07,62.32,29.51,0.6869
Rabi,Wheat,136.55,51.01,42.92,7.36,75.57,22.81,0.778
Kharif,Cotton,138.11,63.37,67.95,6.84,74.26,29,0.8983
Kharif,Jowar,90.61,43.6,45.7,7.04,68.83,31.62,0.8156
Annual,Sugarcane,290,79.52,176.81,6.59,79.13,29.16,0.7506
Kharif,Rice,115.64,57.03,48.75,5.86,88.36,33.91,0.7817
Kharif,Cotton,130.85,67.44,70.12,5.88,74,29,0.8366
Kharif,Jowar,96.72,45.44,46.98,6.32,65.71,27.78,0.754
Kharif,Jowar,88.08,48.53,42.91,7.88,66.64,27.3,0.6977
Annual,Sugarcane,261.76,78.18,175.99,6.63,78.8,31.12,0.7404
Kharif,Groundnut,23.08,45.64,28.64,7.23,65.11,31.45,0.773
Annual,Sugarcane,264.91,80.07,184.93,7.2,83.8,28.1,0.6788
Rabi,Wheat,128.85,59.01,42.3,7.45,73.46,24.02,0.7149
Kharif,Groundnut,24.33,41.14,25.12,6.64,73.29,34.72,0.6496
Annual,Sugarcane,285.92,89.82,173.11,7.48,77.57,31.65,0.7459
Kharif,Rice,104.38,57.01,50.44,6.72,88.4,33.75,0.7445
Kharif,Cotton,143.52,74.24,66.31,5.88,75.27,31.64,0.7554
Kharif,Rice,118.88,42.55,53.55,6.06,85.68,31.1,0.8283
Rabi,Wheat,124.02,59.19,41.3,6.07,79.26,21.89,0.6365
Rabi,Wheat,129.46,53.47,43.61,6.39,68.47,21.93,0.8168
Kharif,Ragi,56.63,42.79,26.09,7.44,65.03,28.91,0.7453
Kharif,Jowar,81.63,45.33,44.47,7.43,62.21,30.49,0.8439
Kharif,Groundnut,20.67,48.94,29.03,7.15,71.88,29.88,0.7446
Kharif,Rice,100.09,43.32,57.09,6.24,83.1,26.21,0.6891
Kharif,Ragi,56.64,42.07,25.54,6.7,68.66,27.66,0.8148
Annual,Sugarcane,260.71,79.61,171.38,6.78,78.89,31.85,0.7618
Kharif,Cotton,135.06,65.58,62.25,6.92,79.69,28.38,0.8133
Kharif,Jowar,86.64,45.16,47.39,6.19,69.14,27.97,0.7372
Kharif,Cotton,145.79,65.49,64.4,7.55,76.94,33.98,0.7354
Kharif,Cotton,137.44,60.68,68.51,7.57,72.53,27.83,0.7714
Annual,Sugarcane,274.34,91.85,183.38,7.27,84.72,31.28,0.736
Kharif,Rice,141,52.27,47.28,6.24,87.56,28.37,0.8761
Kharif,Groundnut,21.91,44.31,29.73,6.52,65.36,32.75,0.7458
Kharif,Jowar,90.65,45.93,49.72,6.83,65.81,30.38,0.8201
Kharif,Jowar,82.24,48.26,48.31,7.29,60.75,27.97,0.7312
Annual,Sugarcane,275.55,92.79,151.33,6.83,80.73,30.88,0.8079
Kharif,Ragi,56.6,49.83,27.76,6.7,63.41,28.69,0.7933
Rabi,Wheat,121.87,59.64,46.61,7.36,68.71,24.3,0.653
Kharif,Rice,122.67,53.39,57.46,6.79,82.88,31.8,0.7605
Kharif,Cotton,143.69,69.3,64.56,6.64,75.71,28.4,0.8409
Kharif,Rice,100.03,48.81,52.53,6.88,88.34,32.56,0.7638
Kharif,Jowar,83.78,41.04,42.13,6.28,59.1,31.37,0.6742
Kharif,Rice,124.32,40.76,55.67,6.47,91.76,33.83,0.7379
Kharif,Rice,118.63,59,43.19,6.41,82.66,32.75,0.7296
Kharif,Cotton,142.26,72.07,74.28,7.74,75.11,27.29,0.7229
Annual,Sugarcane,284.71,82.23,152.4,7.28,77.16,28.27,0.6931
Rabi,Wheat,135.3,54.15,49.24,7.46,69.03,23.1,0.7761
Kharif,Cotton,143.28,62.29,70.41,7.74,72.43,26,0.6906
Kharif,Groundnut,24.46,48.87,27.28,6.1,67.34,33.1,0.6946
Kharif,Rice,149.16,43.77,47.23,6.05,91.4,29.91,0.7774
Kharif,Groundnut,20.68,45.83,27.66,6.55,67.64,32.73,0.8131
Kharif,Cotton,133.76,69.27,71.01,6.71,79.05,34.97,0.7697
Annual,Sugarcane,298.47,78.05,187.37,7.23,80.89,29.86,0.7274
Kharif,Ragi,54.74,45.17,29.86,5.76,73.24,28.64,0.7621
Kharif,Groundnut,21.13,48.81,29.71,6.18,66.29,27.17,0.6448
Kharif,Rice,111.34,56.54,43.42,6.41,88.16,25.4,0.7434
Kharif,Groundnut,20.78,40.9,27.01,6.28,70.73,29.08,0.7783
Annual,Sugarcane,284.99,82.29,157.83,7.42,80.13,28.67,0.7537
Annual,Sugarcane,274.5,81.21,159.3,7.29,81.5,31.02,0.796
Kharif,Rice,126.08,55.69,59.46,6.98,88.46,27.35,0.7342
Kharif,Jowar,93.01,41.71,45.34,7.93,60.91,27.63,0.7569
Kharif,Ragi,57.55,40.22,29.71,6.5,69.23,28.22,0.7758
Kharif,Rice,122.15,40.73,53.54,6.82,82.1,31.07,0.7426
Rabi,Wheat,149.81,56.2,47.61,6.93,75.11,21.11,0.7589
Rabi,Wheat,145.8,57.83,42.89,6.08,73.48,24.26,0.7137
Annual,Sugarcane,268.6,76.1,169.15,6.92,78.68,31.81,0.7884
Annual,Sugarcane,283.22,81.55,167.38,7.32,77.21,29.14,0.7863
Kharif,Cotton,138.87,65.72,68.24,7.43,73.36,31.82,0.8527
Kharif,Rice,128.03,45.79,54.72,6.43,91.46,34.6,0.7748
Kharif,Cotton,137.06,73.63,73.81,7.27,73.74,25.44,0.7253
Kharif,Rice,133.32,55.88,49.32,5.97,93.74,28.98,0.8002
Kharif,Cotton,131.11,74.5,71.26,5.85,75.26,29.32,0.7636
Kharif,Cotton,124.26,67,68.47,6.32,77.17,34.18,0.7742
Kharif,Jowar,86.86,46.52,43.89,7.96,66.14,30.18,0.7869
